feature_set,feature,family,min,max,mean,std,n_unique,is_constant,mutual_info,single_feature_auc
repaired,min_seg_size_forward,cicflowmeter,0.0,44.0,20.04695701599121,0.8364893198013306,7,False,0.05832763057581325,0.6659535760300563
repaired,Active_Mean,cicflowmeter,0.0,40789148.0,14166.9208984375,147762.390625,70156,False,0.003235888887405225,0.5360571909800611
repaired,Active_Std,cicflowmeter,0.0,14508515.0,22603.748046875,204058.8125,105028,False,0.002211476618139918,0.5219596217218136
repaired,Active_Max,cicflowmeter,0.0,40789148.0,45085.06640625,398052.25,67292,False,0.004170454473198526,0.5357993537469983
repaired,Active_Min,cicflowmeter,0.0,40789148.0,1543.9366455078125,83402.2421875,5297,False,0.006645361607055422,0.5389114845619551
repaired,Idle_Mean,cicflowmeter,0.0,117569200.0,1652631.5,4958605.5,393857,False,0.004443300573250708,0.5296965522605002
repaired,Idle_Std,cicflowmeter,0.0,69614024.0,520922.40625,1853063.75,380719,False,0.003328776969087177,0.5087294851673407
repaired,Idle_Max,cicflowmeter,0.0,117569200.0,2226987.25,6648171.5,388657,False,0.006338457928316998,0.529468027903502
repaired,Idle_Min,cicflowmeter,0.0,117569200.0,1158445.125,3742107.25,386135,False,0.0040660222076959185,0.5330098203149426
repaired,Protocol,cicflowmeter,0.0,17.0,6.035767555236816,0.6418433785438538,3,False,0.06917470047743834,0.6427185734478289
repaired,Source_Port,cicflowmeter,0.0,65534.0,36951.81640625,18784.904296875,61008,False,0.016440496452756914,0.6104315262624873
repaired,H_src_ip,entropy,0.0,4.199130535125732,0.03393888846039772,0.31133994460105896,27751,False,0.04451882615885727,0.9983357162507935
repaired,H_dst_ip,entropy,0.0,5.839285373687744,0.049384281039237976,0.46335697174072266,32547,False,0.044459832481939854,0.9985559685994657
repaired,H_dst_port,entropy,0.0,9.947784423828125,9.830503463745117,0.5510887503623962,28681,False,0.04448177093155847,0.9902283139529768
repaired,H_proto,entropy,0.0,1.1396123170852661,0.011826956644654274,0.09835154563188553,5420,False,0.04404960708298433,0.9922363693497831
repaired,H_pkt_len,entropy,0.0,4.446780681610107,0.03978359326720238,0.36059969663619995,29719,False,0.044233274317068694,0.995396975642103
repaired,H_iat,entropy,0.0,6.1717987060546875,1.3791083097457886,1.6281968355178833,44992,False,0.02924561264456471,0.9507952735856428
repaired,H_tcp_flags,entropy,0.0,0.13005883991718292,0.0021335380151867867,0.008864108473062515,196,False,0.023916397851974303,0.947144614355631
repaired,H_src_port,entropy,0.0,9.965784072875977,9.9392728805542,0.24501216411590576,26420,False,0.06022726596302197,0.9876289382361279
