t,cpu_percent,rss_gb,threads
1789978565.3697436,100.0,0.17416763305664062,43
1789978565.6371994,99.9,0.17417144775390625,43
1789978565.906784,100.2,0.17415618896484375,43
1789978566.1668532,94.0,0.17417526245117188,43
1789978566.4276347,94.0,0.17418289184570312,43
1789978566.6834457,100.0,0.17410659790039062,43
1789978566.939172,94.3,0.17419052124023438,43
1789978567.1981654,93.8,0.1741943359375,43
1789978567.4539318,100.0,0.1741943359375,43
1789978567.7123606,94.0,0.1741180419921875,43
1789978567.9682996,93.8,0.17418289184570312,43
1789978568.224316,94.3,0.17420196533203125,43
1789978568.4811833,93.8,0.17420578002929688,43
1789978568.7381403,99.9,0.17416000366210938,43
1789978568.994837,93.8,0.1742095947265625,43
1789978569.250543,100.0,0.17421340942382812,43
1789978569.5069063,94.0,0.17421340942382812,43
1789978569.7625768,100.0,0.17418670654296875,43
1789978570.0181994,94.3,0.17422103881835938,43
1789978570.2732294,93.8,0.174224853515625,43
1789978570.5294883,100.0,0.17423629760742188,43
1789978570.7856395,88.1,0.17422103881835938,43
1789978571.0428772,100.0,0.1742401123046875,43
1789978571.2987452,105.7,0.17424392700195312,43
1789978571.5686476,82.5,0.17424392700195312,43
1789978571.8245041,100.0,0.17422866821289062,43
1789978572.081279,88.1,0.17425155639648438,43
1789978572.3374798,100.0,0.17425537109375,43
1789978572.5939376,100.0,0.17425918579101562,43
1789978572.8576405,100.2,0.17423248291015625,43
1789978573.1158302,94.0,0.17426681518554688,43
1789978573.3919575,88.1,0.1742706298828125,43
1789978573.653204,88.4,0.17427444458007812,43
1789978573.9082112,94.0,0.17426681518554688,43
1789978574.1642659,100.0,0.17428207397460938,43
1789978574.420037,93.8,0.17428207397460938,43
1789978574.676297,99.9,0.174285888671875,43
1789978574.9333098,93.8,0.17428970336914062,43
1789978575.1889653,106.2,0.17428970336914062,43
1789978575.4789603,89.7,0.17429351806640625,43
1789978575.7368453,99.9,0.1742401123046875,43
1789978575.9945168,100.0,0.17430496215820312,43
1789978576.250368,93.8,0.17430877685546875,43
1789978576.5056772,94.0,0.17431259155273438,43
